subscription_id,customer_id,event_date,event_type,plan,mrr_amount,currency
sub_000319,cust_0242,2024-05-27 21:20:14.165801,churn,,-79,EUR
sub_000320,cust_0243,2023-12-18 03:07:41.784007,new_subscription,Professional,79,EUR
sub_000321,cust_0244,2023-01-19 14:30:36.117855,new_subscription,Professional,79,EUR
sub_000322,cust_0245,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000323,cust_0246,2023-09-01 06:28:57.053324,new_subscription,Professional,79,EUR
sub_000324,cust_0247,2023-05-10 22:47:05.391576,new_subscription,Professional,79,EUR
sub_000325,cust_0247,2024-09-22 08:38:42.676292,churn,,-79,EUR
sub_000326,cust_0248,2023-09-07 05:21:45.174670,new_subscription,Basic,29,EUR
sub_000327,cust_0248,2024-01-01 16:16:00.557779,upgrade,Professional,50,EUR
sub_000328,cust_0249,2023-12-17 11:56:22.479590,new_subscription,Professional,79,EUR
sub_000329,cust_0250,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000330,cust_0251,2024-04-24 03:29:35.758906,new_subscription,Basic,29,EUR
sub_000331,cust_0252,2023-05-29 03:38:28.661719,new_subscription,Basic,29,EUR
sub_000332,cust_0252,2024-09-17 20:29:48.200744,upgrade,Professional,50,EUR
sub_000333,cust_0253,2024-04-06 17:33:50.410903,new_subscription,Basic,29,EUR
sub_000334,cust_0254,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000335,cust_0255,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000336,cust_0256,2024-01-16 03:52:42.917078,new_subscription,Basic,29,EUR
sub_000337,cust_0256,2024-05-21 22:08:03.238739,upgrade,Professional,50,EUR
sub_000338,cust_0257,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000339,cust_0258,2023-01-19 12:13:12.759852,new_subscription,Basic,29,EUR
sub_000340,cust_0259,2023-07-08 22:32:18.640318,new_subscription,Enterprise,199,EUR
sub_000341,cust_0260,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000342,cust_0261,2023-12-27 16:33:05.940256,new_subscription,Basic,29,EUR
sub_000343,cust_0262,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000344,cust_0263,2024-12-29 21:01:28.005998,new_subscription,Basic,29,EUR
sub_000345,cust_0264,2023-08-03 08:00:55.399473,new_subscription,Professional,79,EUR
sub_000346,cust_0265,2023-01-24 05:03:31.870478,new_subscription,Basic,29,EUR
sub_000347,cust_0265,2024-06-18 18:01:58.523450,churn,,-29,EUR
sub_000348,cust_0266,2024-11-01 10:43:38.700477,new_subscription,Professional,79,EUR
sub_000349,cust_0267,2024-12-31 00:00:00.000000,new_subscription,Enterprise,199,EUR
sub_000350,cust_0268,2024-08-09 02:43:03.597528,new_subscription,Enterprise,199,EUR
sub_000351,cust_0269,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000352,cust_0270,2023-08-28 12:44:15.154939,new_subscription,Basic,29,EUR
sub_000353,cust_0271,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000354,cust_0272,2023-04-14 20:11:44.750463,new_subscription,Basic,29,EUR
sub_000355,cust_0273,2024-01-21 01:38:10.224721,new_subscription,Basic,29,EUR
sub_000356,cust_0274,2023-02-18 05:10:32.035531,new_subscription,Basic,29,EUR
sub_000357,cust_0274,2023-04-21 05:37:54.466068,churn,,-29,EUR
sub_000358,cust_0275,2023-10-21 20:15:36.259869,new_subscription,Basic,29,EUR
sub_000359,cust_0276,2023-10-21 17:22:28.776237,new_subscription,Professional,79,EUR
sub_000360,cust_0277,2023-11-18 02:26:22.353383,new_subscription,Professional,79,EUR
sub_000361,cust_0277,2024-03-22 02:29:55.754522,upgrade,Enterprise,120,EUR
sub_000362,cust_0278,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000363,cust_0279,2023-02-27 13:19:27.738289,new_subscription,Basic,29,EUR
sub_000364,cust_0279,2023-03-08 20:00:59.760204,upgrade,Professional,50,EUR
sub_000365,cust_0279,2024-08-16 07:54:17.239553,upgrade,Enterprise,120,EUR
sub_000366,cust_0280,2024-07-16 19:45:05.564019,new_subscription,Basic,29,EUR
sub_000367,cust_0281,2024-05-02 01:35:14.419895,new_subscription,Basic,29,EUR
sub_000368,cust_0282,2023-02-28 15:28:49.770449,new_subscription,Basic,29,EUR
sub_000369,cust_0282,2023-11-05 17:35:31.863367,upgrade,Professional,50,EUR
sub_000370,cust_0283,2023-06-22 16:11:51.757961,new_subscription,Basic,29,EUR
sub_000371,cust_0283,2024-10-23 11:27:59.270766,upgrade,Professional,50,EUR
sub_000372,cust_0284,2023-07-19 04:37:33.342913,new_subscription,Basic,29,EUR
sub_000373,cust_0284,2024-06-28 01:41:39.458437,upgrade,Professional,50,EUR
sub_000374,cust_0285,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000375,cust_0286,2023-10-16 14:38:24.970179,new_subscription,Enterprise,199,EUR
sub_000376,cust_0287,2023-07-22 00:46:09.337700,new_subscription,Enterprise,199,EUR
sub_000377,cust_0288,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000378,cust_0289,2023-03-05 15:11:09.749121,new_subscription,Professional,79,EUR
sub_000379,cust_0290,2023-09-29 00:01:36.111206,new_subscription,Basic,29,EUR
sub_000380,cust_0290,2023-12-12 18:52:09.318485,upgrade,Professional,50,EUR
sub_000381,cust_0291,2023-09-03 20:02:05.592331,new_subscription,Basic,29,EUR
sub_000382,cust_0291,2023-12-08 04:53:14.983719,upgrade,Professional,50,EUR
sub_000383,cust_0292,2023-09-29 09:30:59.074584,new_subscription,Professional,79,EUR
sub_000384,cust_0293,2024-02-06 09:28:05.627977,new_subscription,Professional,79,EUR
sub_000385,cust_0293,2024-10-18 01:48:03.805486,downgrade,Basic,-50,EUR
sub_000386,cust_0294,2023-02-01 13:23:41.739979,new_subscription,Basic,29,EUR
sub_000387,cust_0294,2024-10-17 17:42:17.666736,churn,,-29,EUR
sub_000388,cust_0295,2023-02-24 19:22:36.735756,new_subscription,Basic,29,EUR
sub_000389,cust_0295,2024-03-26 03:15:44.118994,upgrade,Professional,50,EUR
sub_000390,cust_0296,2023-03-01 18:48:59.883293,new_subscription,Basic,29,EUR
sub_000391,cust_0296,2023-08-15 08:52:48.669670,churn,,-29,EUR
sub_000392,cust_0297,2023-03-22 07:09:54.099112,new_subscription,Basic,29,EUR
sub_000393,cust_0298,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000394,cust_0299,2024-03-16 12:22:30.731026,new_subscription,Professional,79,EUR
sub_000395,cust_0300,2023-03-27 10:05:21.903190,new_subscription,Basic,29,EUR
sub_000396,cust_0300,2023-06-06 15:32:05.325274,upgrade,Professional,50,EUR
sub_000397,cust_0301,2023-03-16 00:27:16.210906,new_subscription,Basic,29,EUR
sub_000398,cust_0301,2023-11-25 05:41:59.167960,upgrade,Professional,50,EUR
sub_000399,cust_0302,2023-03-19 22:11:36.412216,new_subscription,Professional,79,EUR
sub_000400,cust_0303,2023-02-21 10:08:22.738330,new_subscription,Basic,29,EUR
sub_000401,cust_0304,2023-04-03 10:29:06.651287,new_subscription,Basic,29,EUR
sub_000402,cust_0305,2023-10-08 00:02:59.183727,new_subscription,Professional,79,EUR
sub_000403,cust_0306,2023-01-17 01:00:54.032257,new_subscription,Professional,79,EUR
sub_000404,cust_0307,2024-01-31 10:29:57.939094,new_subscription,Professional,79,EUR
sub_000405,cust_0308,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000406,cust_0309,2023-01-26 05:01:08.920479,new_subscription,Basic,29,EUR
sub_000407,cust_0310,2024-10-18 08:58:39.932313,new_subscription,Basic,29,EUR
sub_000408,cust_0311,2023-03-23 14:12:16.084056,new_subscription,Basic,29,EUR
sub_000409,cust_0312,2023-07-05 02:44:13.402442,new_subscription,Basic,29,EUR
sub_000410,cust_0313,2024-01-21 04:49:03.385064,new_subscription,Professional,79,EUR
sub_000411,cust_0314,2023-09-06 08:33:16.734675,new_subscription,Basic,29,EUR
sub_000412,cust_0315,2023-01-15 22:46:49.232230,new_subscription,Professional,79,EUR
sub_000413,cust_0316,2024-05-14 19:07:19.198480,new_subscription,Basic,29,EUR
sub_000414,cust_0317,2023-10-14 17:04:46.117922,new_subscription,Basic,29,EUR
sub_000415,cust_0318,2023-02-15 08:16:07.859965,new_subscription,Basic,29,EUR
sub_000416,cust_0319,2023-11-01 05:49:30.975351,new_subscription,Basic,29,EUR
sub_000417,cust_0320,2023-05-06 11:16:34.586522,new_subscription,Basic,29,EUR
sub_000418,cust_0320,2024-05-16 16:17:32.351392,upgrade,Professional,50,EUR
sub_000419,cust_0321,2023-01-09 02:38:36.467531,new_subscription,Basic,29,EUR
sub_000420,cust_0321,2023-12-13 19:59:32.605203,churn,,-29,EUR
sub_000421,cust_0322,2023-04-06 00:32:47.695153,new_subscription,Basic,29,EUR
sub_000422,cust_0322,2024-08-26 08:05:42.375180,upgrade,Professional,50,EUR
sub_000423,cust_0322,2024-11-24 05:29:35.167894,churn,,-79,EUR
sub_000424,cust_0323,2023-02-21 00:36:20.849522,new_subscription,Basic,29,EUR
sub_000425,cust_0324,2023-12-27 03:49:43.007678,new_subscription,Basic,29,EUR
sub_000426,cust_0325,2024-09-14 16:24:24.158976,new_subscription,Basic,29,EUR
sub_000427,cust_0325,2024-09-24 00:49:31.011894,upgrade,Professional,50,EUR
sub_000428,cust_0326,2023-02-06 08:56:53.186523,new_subscription,Basic,29,EUR
sub_000429,cust_0326,2023-04-20 12:21:30.536543,upgrade,Professional,50,EUR
sub_000430,cust_0327,2023-12-20 13:39:40.880035,new_subscription,Basic,29,EUR
sub_000431,cust_0328,2023-08-15 00:19:57.482676,new_subscription,Professional,79,EUR
sub_000432,cust_0329,2023-05-14 12:07:00.949844,new_subscription,Basic,29,EUR
sub_000433,cust_0329,2024-04-09 18:10:51.907716,churn,,-29,EUR
sub_000434,cust_0330,2024-02-20 06:57:22.577652,new_subscription,Basic,29,EUR
sub_000435,cust_0331,2023-06-26 01:59:05.613566,new_subscription,Basic,29,EUR
sub_000436,cust_0331,2023-12-04 06:53:51.804095,upgrade,Professional,50,EUR
sub_000437,cust_0332,2024-01-08 07:59:48.772627,new_subscription,Basic,29,EUR
sub_000438,cust_0333,2023-02-12 22:29:34.239836,new_subscription,Professional,79,EUR
sub_000439,cust_0333,2024-06-07 20:56:57.125651,churn,,-79,EUR
sub_000440,cust_0334,2023-04-23 22:08:44.715096,new_subscription,Enterprise,199,EUR
sub_000441,cust_0335,2023-03-24 14:19:14.722910,new_subscription,Professional,79,EUR
sub_000442,cust_0336,2023-03-18 03:51:48.107389,new_subscription,Professional,79,EUR
sub_000443,cust_0337,2023-02-03 10:54:10.227180,new_subscription,Professional,79,EUR
sub_000444,cust_0337,2024-09-09 13:39:51.055462,upgrade,Enterprise,120,EUR
sub_000445,cust_0338,2023-07-31 07:44:00.032270,new_subscription,Basic,29,EUR
sub_000446,cust_0339,2023-02-17 12:44:33.067302,new_subscription,Basic,29,EUR
sub_000447,cust_0339,2024-02-13 17:29:31.673065,upgrade,Professional,50,EUR
sub_000448,cust_0340,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000449,cust_0341,2024-11-10 11:09:54.456290,new_subscription,Professional,79,EUR
sub_000450,cust_0342,2023-03-16 23:02:07.853101,new_subscription,Basic,29,EUR
sub_000451,cust_0342,2024-04-30 15:29:03.091305,upgrade,Professional,50,EUR
sub_000452,cust_0343,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000453,cust_0344,2023-12-06 02:11:04.524009,new_subscription,Enterprise,199,EUR
sub_000454,cust_0344,2024-04-13 01:03:14.724880,downgrade,Professional,-120,EUR
sub_000455,cust_0345,2024-08-09 23:44:53.090722,new_subscription,Basic,29,EUR
sub_000456,cust_0346,2023-06-06 10:26:34.821401,new_subscription,Basic,29,EUR
sub_000457,cust_0346,2024-12-17 16:58:24.824548,upgrade,Professional,50,EUR
sub_000458,cust_0347,2023-10-11 09:27:20.309001,new_subscription,Basic,29,EUR
sub_000459,cust_0348,2023-02-18 19:02:21.885301,new_subscription,Basic,29,EUR
sub_000460,cust_0349,2023-05-17 05:24:30.013167,new_subscription,Enterprise,199,EUR
sub_000461,cust_0349,2024-09-05 15:50:33.877222,downgrade,Professional,-120,EUR
sub_000462,cust_0350,2023-03-09 01:34:53.855755,new_subscription,Basic,29,EUR
sub_000463,cust_0350,2023-12-06 11:42:05.588055,upgrade,Professional,50,EUR
sub_000464,cust_0351,2023-11-01 05:15:12.895341,new_subscription,Professional,79,EUR
sub_000465,cust_0351,2024-08-04 11:48:38.691803,upgrade,Enterprise,120,EUR
sub_000466,cust_0352,2023-06-14 03:40:57.263707,new_subscription,Basic,29,EUR
sub_000467,cust_0352,2023-08-06 00:21:32.475931,upgrade,Professional,50,EUR
sub_000468,cust_0353,2023-01-27 04:32:01.263178,new_subscription,Basic,29,EUR
sub_000469,cust_0353,2023-06-06 05:43:04.341649,upgrade,Professional,50,EUR
sub_000470,cust_0353,2024-06-01 03:51:50.144867,churn,,-79,EUR
sub_000471,cust_0354,2023-06-05 15:38:53.578271,new_subscription,Basic,29,EUR
sub_000472,cust_0354,2023-06-23 22:43:50.854954,churn,,-29,EUR
sub_000473,cust_0355,2023-04-28 13:19:58.113180,new_subscription,Enterprise,199,EUR
sub_000474,cust_0356,2024-07-25 05:26:08.660943,new_subscription,Professional,79,EUR
sub_000475,cust_0357,2023-09-13 03:25:25.618205,new_subscription,Professional,79,EUR
sub_000476,cust_0358,2023-06-21 14:48:56.506889,new_subscription,Professional,79,EUR
sub_000477,cust_0359,2024-12-11 05:49:40.378661,new_subscription,Basic,29,EUR
sub_000478,cust_0360,2023-02-23 02:11:38.405856,new_subscription,Enterprise,199,EUR
sub_000479,cust_0361,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000480,cust_0362,2023-01-28 12:34:44.571849,new_subscription,Basic,29,EUR
sub_000481,cust_0363,2023-12-08 18:30:02.103506,new_subscription,Basic,29,EUR
sub_000482,cust_0364,2023-03-02 05:21:32.996074,new_subscription,Basic,29,EUR
sub_000483,cust_0364,2023-05-09 12:39:04.590824,upgrade,Professional,50,EUR
sub_000484,cust_0365,2023-04-01 01:43:32.957196,new_subscription,Basic,29,EUR
sub_000485,cust_0366,2023-03-13 18:40:07.330712,new_subscription,Basic,29,EUR
sub_000486,cust_0366,2023-07-30 05:17:34.014322,churn,,-29,EUR
sub_000487,cust_0367,2024-03-13 16:27:03.364392,new_subscription,Professional,79,EUR
sub_000488,cust_0368,2023-06-27 18:49:46.041994,new_subscription,Basic,29,EUR
sub_000489,cust_0369,2023-07-19 07:48:08.629544,new_subscription,Basic,29,EUR
sub_000490,cust_0370,2023-08-20 07:26:19.891296,new_subscription,Basic,29,EUR
sub_000491,cust_0370,2024-02-27 05:27:30.854813,upgrade,Professional,50,EUR
sub_000492,cust_0371,2023-09-06 11:08:46.230130,new_subscription,Basic,29,EUR
sub_000493,cust_0371,2024-04-09 15:25:18.101721,upgrade,Professional,50,EUR
sub_000494,cust_0372,2024-07-04 17:03:43.935101,new_subscription,Basic,29,EUR
sub_000495,cust_0373,2023-04-16 16:43:41.871259,new_subscription,Basic,29,EUR
sub_000496,cust_0373,2024-02-28 00:05:12.546753,upgrade,Professional,50,EUR
sub_000497,cust_0374,2023-07-13 17:35:05.015917,new_subscription,Professional,79,EUR
sub_000498,cust_0375,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000499,cust_0376,2023-02-19 17:25:13.124045,new_subscription,Professional,79,EUR
sub_000500,cust_0377,2024-01-31 05:32:18.663988,new_subscription,Professional,79,EUR
sub_000501,cust_0378,2023-03-01 23:46:38.920504,new_subscription,Basic,29,EUR
sub_000502,cust_0379,2024-01-23 02:38:41.541372,new_subscription,Basic,29,EUR
sub_000503,cust_0380,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000504,cust_0381,2023-03-07 19:07:00.023566,new_subscription,Basic,29,EUR
sub_000505,cust_0381,2024-02-27 15:59:52.195928,upgrade,Professional,50,EUR
sub_000506,cust_0382,2023-04-25 06:25:42.017048,new_subscription,Professional,79,EUR
sub_000507,cust_0383,2023-01-14 15:25:56.577487,new_subscription,Professional,79,EUR
sub_000508,cust_0384,2024-07-28 23:10:18.020114,new_subscription,Professional,79,EUR
sub_000509,cust_0385,2023-06-17 11:16:33.952918,new_subscription,Basic,29,EUR
sub_000510,cust_0385,2023-09-18 21:33:50.785561,churn,,-29,EUR
sub_000511,cust_0386,2023-02-16 21:32:28.669014,new_subscription,Basic,29,EUR
sub_000512,cust_0386,2023-05-15 21:38:37.005737,upgrade,Professional,50,EUR
sub_000513,cust_0387,2023-02-24 13:14:40.031050,new_subscription,Basic,29,EUR
sub_000514,cust_0387,2024-01-09 23:43:15.773883,upgrade,Professional,50,EUR
sub_000515,cust_0388,2024-09-30 09:39:05.356563,new_subscription,Basic,29,EUR
sub_000516,cust_0388,2024-10-14 20:40:25.693911,churn,,-29,EUR
sub_000517,cust_0389,2023-04-15 03:46:22.855691,new_subscription,Basic,29,EUR
sub_000518,cust_0390,2024-05-24 05:43:23.704033,new_subscription,Professional,79,EUR
sub_000519,cust_0391,2024-04-18 14:24:59.066068,new_subscription,Basic,29,EUR
sub_000520,cust_0391,2024-07-28 15:28:35.226388,upgrade,Professional,50,EUR
sub_000521,cust_0392,2023-04-27 00:48:12.646405,new_subscription,Professional,79,EUR
sub_000522,cust_0392,2023-11-04 21:22:07.572255,upgrade,Enterprise,120,EUR
sub_000523,cust_0393,2023-03-22 03:51:08.047291,new_subscription,Basic,29,EUR
sub_000524,cust_0394,2023-12-17 05:50:48.928241,new_subscription,Basic,29,EUR
sub_000525,cust_0395,2023-09-05 23:06:43.418459,new_subscription,Basic,29,EUR
sub_000526,cust_0396,2023-03-08 14:06:27.652441,new_subscription,Professional,79,EUR
sub_000527,cust_0396,2024-03-04 22:36:25.455296,downgrade,Basic,-50,EUR
sub_000528,cust_0396,2024-10-02 22:47:16.538968,upgrade,Professional,50,EUR
sub_000529,cust_0397,2023-10-09 23:56:47.873812,new_subscription,Basic,29,EUR
sub_000530,cust_0398,2023-01-08 07:27:04.794849,new_subscription,Basic,29,EUR
sub_000531,cust_0399,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000532,cust_0400,2024-04-22 03:33:32.792577,new_subscription,Enterprise,199,EUR
sub_000533,cust_0401,2024-05-06 08:36:55.989245,new_subscription,Basic,29,EUR
sub_000534,cust_0402,2023-12-10 11:32:26.298904,new_subscription,Basic,29,EUR
sub_000535,cust_0402,2024-05-12 18:03:16.116533,churn,,-29,EUR
sub_000536,cust_0403,2023-08-09 17:59:42.855573,new_subscription,Basic,29,EUR
sub_000537,cust_0404,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000538,cust_0405,2023-08-28 17:53:50.080253,new_subscription,Basic,29,EUR
sub_000539,cust_0406,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000540,cust_0407,2023-02-23 06:12:04.367822,new_subscription,Basic,29,EUR
sub_000541,cust_0407,2023-04-25 10:43:37.855207,upgrade,Professional,50,EUR
sub_000542,cust_0407,2024-04-21 15:26:26.532117,upgrade,Enterprise,120,EUR
sub_000543,cust_0408,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000544,cust_0409,2023-12-24 21:15:08.472813,new_subscription,Basic,29,EUR
sub_000545,cust_0410,2023-01-23 12:39:15.237848,new_subscription,Basic,29,EUR
sub_000546,cust_0411,2024-10-11 12:33:21.406447,new_subscription,Basic,29,EUR
sub_000547,cust_0412,2023-06-12 06:51:12.266156,new_subscription,Basic,29,EUR
sub_000548,cust_0412,2024-05-08 21:39:47.649620,upgrade,Professional,50,EUR
sub_000549,cust_0413,2023-11-05 08:28:37.313721,new_subscription,Basic,29,EUR
sub_000550,cust_0414,2023-06-20 01:42:00.952386,new_subscription,Enterprise,199,EUR
sub_000551,cust_0415,2024-06-19 00:05:09.369562,new_subscription,Enterprise,199,EUR
sub_000552,cust_0416,2023-04-12 18:04:18.291166,new_subscription,Professional,79,EUR
sub_000553,cust_0417,2023-03-02 17:28:16.501949,new_subscription,Basic,29,EUR
sub_000554,cust_0418,2023-10-03 22:55:30.759265,new_subscription,Enterprise,199,EUR
sub_000555,cust_0419,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000556,cust_0420,2023-12-14 13:27:46.383619,new_subscription,Basic,29,EUR
sub_000557,cust_0420,2024-12-03 02:24:26.697844,churn,,-29,EUR
sub_000558,cust_0421,2023-01-06 06:32:13.453175,new_subscription,Basic,29,EUR
sub_000559,cust_0421,2023-12-30 04:03:54.315055,churn,,-29,EUR
sub_000560,cust_0422,2023-03-20 10:09:46.605286,new_subscription,Professional,79,EUR
sub_000561,cust_0423,2023-03-06 09:05:25.012960,new_subscription,Professional,79,EUR
sub_000562,cust_0424,2023-02-05 16:26:56.405201,new_subscription,Basic,29,EUR
sub_000563,cust_0424,2023-04-21 06:30:30.090772,upgrade,Professional,50,EUR
sub_000564,cust_0424,2023-08-19 03:03:59.072051,churn,,-79,EUR
sub_000565,cust_0425,2023-10-07 00:26:59.677148,new_subscription,Basic,29,EUR
sub_000566,cust_0426,2023-01-28 18:32:51.676624,new_subscription,Professional,79,EUR
sub_000567,cust_0427,2023-04-05 05:47:14.089929,new_subscription,Professional,79,EUR
sub_000568,cust_0428,2023-04-02 20:03:09.901238,new_subscription,Basic,29,EUR
sub_000569,cust_0429,2023-01-15 21:26:58.854601,new_subscription,Professional,79,EUR
sub_000570,cust_0429,2023-04-11 12:35:45.960430,downgrade,Basic,-50,EUR
sub_000571,cust_0430,2023-11-29 19:37:24.223049,new_subscription,Basic,29,EUR
sub_000572,cust_0431,2024-08-20 14:25:29.634760,new_subscription,Professional,79,EUR
sub_000573,cust_0432,2023-10-25 06:18:48.542720,new_subscription,Basic,29,EUR
sub_000574,cust_0433,2023-07-24 20:08:33.836061,new_subscription,Basic,29,EUR
sub_000575,cust_0434,2023-03-09 11:32:55.913659,new_subscription,Basic,29,EUR
sub_000576,cust_0435,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000577,cust_0436,2023-07-06 22:06:03.599141,new_subscription,Basic,29,EUR
sub_000578,cust_0437,2024-02-18 03:06:12.041664,new_subscription,Basic,29,EUR
sub_000579,cust_0437,2024-03-16 02:54:46.293655,upgrade,Professional,50,EUR
sub_000580,cust_0438,2023-01-11 06:51:20.980200,new_subscription,Basic,29,EUR
sub_000581,cust_0438,2023-11-17 05:10:39.933736,upgrade,Professional,50,EUR
sub_000582,cust_0439,2024-05-18 11:21:33.460521,new_subscription,Basic,29,EUR
sub_000583,cust_0440,2023-01-11 23:42:38.288486,new_subscription,Professional,79,EUR
sub_000584,cust_0440,2024-09-25 17:56:20.467894,downgrade,Basic,-50,EUR
sub_000585,cust_0440,2024-12-20 12:13:08.747195,upgrade,Professional,50,EUR
sub_000586,cust_0441,2023-04-16 02:30:40.168544,new_subscription,Professional,79,EUR
sub_000587,cust_0441,2024-01-08 06:08:59.533262,downgrade,Basic,-50,EUR
sub_000588,cust_0441,2024-12-06 08:23:39.920675,upgrade,Professional,50,EUR
sub_000589,cust_0442,2023-01-08 23:06:39.097456,new_subscription,Basic,29,EUR
sub_000590,cust_0442,2023-11-17 19:47:44.731623,upgrade,Professional,50,EUR
sub_000591,cust_0442,2024-01-11 00:46:41.937478,downgrade,Basic,-50,EUR
sub_000592,cust_0442,2024-02-17 22:25:41.919333,upgrade,Professional,50,EUR
sub_000593,cust_0443,2024-10-05 14:34:36.847358,new_subscription,Basic,29,EUR
sub_000594,cust_0444,2024-02-28 01:54:40.513095,new_subscription,Professional,79,EUR
sub_000595,cust_0445,2023-02-11 21:30:15.557237,new_subscription,Basic,29,EUR
sub_000596,cust_0445,2024-06-15 19:08:06.194248,upgrade,Professional,50,EUR
sub_000597,cust_0446,2024-05-27 10:30:36.740633,new_subscription,Basic,29,EUR
sub_000598,cust_0446,2024-11-29 10:05:28.254485,churn,,-29,EUR
sub_000599,cust_0447,2024-12-10 07:12:34.559156,new_subscription,Basic,29,EUR
sub_000600,cust_0448,2024-03-17 03:37:01.461663,new_subscription,Basic,29,EUR
sub_000601,cust_0449,2023-05-19 18:33:44.822449,new_subscription,Basic,29,EUR
sub_000602,cust_0449,2023-07-30 21:37:52.268936,upgrade,Professional,50,EUR
sub_000603,cust_0450,2023-01-06 05:38:13.230976,new_subscription,Basic,29,EUR
sub_000604,cust_0450,2023-05-19 08:36:28.523300,churn,,-29,EUR
sub_000605,cust_0451,2023-04-04 05:16:57.685088,new_subscription,Professional,79,EUR
sub_000606,cust_0451,2023-05-21 12:57:52.421293,downgrade,Basic,-50,EUR
sub_000607,cust_0451,2024-07-26 19:59:31.897244,churn,,-29,EUR
sub_000608,cust_0452,2023-03-22 01:56:55.793712,new_subscription,Professional,79,EUR
sub_000609,cust_0452,2023-08-10 16:15:48.641339,downgrade,Basic,-50,EUR
sub_000610,cust_0453,2023-08-07 20:59:19.162791,new_subscription,Basic,29,EUR
sub_000611,cust_0453,2024-07-26 07:39:59.057413,churn,,-29,EUR
sub_000612,cust_0454,2024-11-11 06:40:50.408353,new_subscription,Professional,79,EUR
sub_000613,cust_0455,2023-05-01 03:07:55.274210,new_subscription,Enterprise,199,EUR
sub_000614,cust_0456,2023-12-23 22:15:01.444953,new_subscription,Basic,29,EUR
sub_000615,cust_0457,2024-01-27 10:11:51.206107,new_subscription,Basic,29,EUR
sub_000616,cust_0458,2023-11-18 05:26:48.186753,new_subscription,Professional,79,EUR
sub_000617,cust_0458,2024-10-12 11:11:21.993106,churn,,-79,EUR
sub_000618,cust_0459,2023-05-20 12:28:47.145066,new_subscription,Basic,29,EUR
sub_000619,cust_0459,2023-08-24 13:40:42.243267,upgrade,Professional,50,EUR
sub_000620,cust_0460,2024-07-30 21:38:35.649000,new_subscription,Basic,29,EUR
sub_000621,cust_0460,2024-08-07 19:58:02.337815,churn,,-29,EUR
sub_000622,cust_0461,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000623,cust_0462,2024-12-31 00:00:00.000000,new_subscription,Enterprise,199,EUR
sub_000624,cust_0463,2023-08-10 12:03:48.761577,new_subscription,Basic,29,EUR
sub_000625,cust_0463,2024-04-26 00:57:34.228992,upgrade,Professional,50,EUR
sub_000626,cust_0464,2023-05-06 03:50:42.931155,new_subscription,Basic,29,EUR
sub_000627,cust_0464,2024-07-25 16:20:15.322032,churn,,-29,EUR
sub_000628,cust_0465,2024-02-06 11:29:39.791658,new_subscription,Basic,29,EUR
sub_000629,cust_0466,2023-03-02 00:42:51.914790,new_subscription,Enterprise,199,EUR
sub_000630,cust_0467,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000631,cust_0468,2023-03-17 08:12:24.088092,new_subscription,Basic,29,EUR
sub_000632,cust_0468,2023-08-11 07:12:36.262564,upgrade,Professional,50,EUR
sub_000633,cust_0469,2023-01-08 10:11:38.828916,new_subscription,Professional,79,EUR
sub_000634,cust_0469,2024-08-12 15:34:16.594597,downgrade,Basic,-50,EUR
sub_000635,cust_0470,2023-02-20 02:41:52.875325,new_subscription,Basic,29,EUR
sub_000636,cust_0470,2023-05-19 03:30:21.930207,upgrade,Professional,50,EUR
sub_000637,cust_0471,2023-05-09 02:42:02.716513,new_subscription,Basic,29,EUR
sub_000638,cust_0472,2024-02-26 13:19:51.190557,new_subscription,Basic,29,EUR
